,LN_ID,TARGET,contract_type_ord,gender_ord,num_of_children_ord,INCOME,APPROVED_CREDIT,ANNUITY,PRICE,income_type_ord,education_ord,family_status_ord,housing_type_ord,DAYS_AGE,DAYS_WORK,DAYS_REGISTRATION,DAYS_ID_CHANGE,weekdays_apply_ord,hour_apply_ord,organization_type_ord,EXT_SCORE_1,EXT_SCORE_2,EXT_SCORE_3,SK_ID_PREV,INST_NUMBER,INST_DAYS,PAY_DAYS,AMT_INST,AMT_PAY,contract_type_prevapp_ord,ANNUITY_PREV_APP,APPLICATION,APPROVED_CREDIT_PREV_APP,AMT_DOWN_PAYMENT,PRICE_PREV_APP,weekdays_apply_prevapp_ord,hour_apply_prevapp_ord,DAYS_DECISION,TERM_PAYMENT,yield_group_ord,FIRST_DRAW,FIRST_DUE,TERMINATION,NFLAG_INSURED_ON_APPROVAL
13011,198839,0,1,2,1,157500.0,900000.0,46084.5,900000.0,1,1,1,1,-19103,-1625,-7195,-2631,4,0,2,0.6669781944878851,0.2947961402126407,0.5082869913916046,1096067,3,-1066,-1079.0,12427335.0,12427335.0,3,12427335.0,98280.0,106929.0,0.0,98280.0,2,7,-1157,10.0,1,365243.0,-1126.0,-849.0,0.0
13017,242193,0,1,2,1,247500.0,539100.0,26064.0,450000.0,1,2,1,1,-19611,-6081,-6331,-3053,3,5,5,0.44314651780713576,0.4847539725412073,0.1873887653772306,2509068,8,-1887,-1896.0,7404.57,7404.57,3,7404.57,49531.5,53617.5,0.0,49531.5,1,9,-2131,10.0,2,365243.0,-2097.0,-1761.0,0.0
13019,138429,0,1,1,2,292500.0,953460.0,64107.0,900000.0,1,2,1,1,-16171,-1678,-4802,-4242,3,1,2,0.3113601746694113,0.6369263069441212,0.36227724703843145,1157736,5,-1889,-1885.0,5112.45,5032125.0,3,5112.45,31905.0,29214.0,4500.0,31905.0,5,12,-2042,8.0,2,365243.0,-2009.0,-1571.0,0.0
13020,270996,0,1,1,1,112500.0,95940.0,11385.0,90000.0,1,1,3,2,-8466,-483,-8438,-1142,5,0,11,0.3785829807381528,0.5748455705490139,0.2793353208976285,1260272,3,-528,-541.0,10459575.0,10459575.0,3,10459575.0,36229.5,37651.5,3627.0,36229.5,2,12,-619,4.0,2,365243.0,-588.0,-495.0,0.0
13025,120416,0,1,2,1,63000.0,265851.0,18630.0,229500.0,3,1,1,1,-20919,365243,-6295,-4447,6,11,8,0.7239492981323996,0.5730060711586851,0.6706517530862718,1291875,2,-43,-91.0,11511.9,11511.9,3,11511.9,112765.5,112765.5,0.0,112765.5,5,7,-106,12.0,1,365243.0,-73.0,365243.0,0.0
13027,159453,0,1,2,1,292500.0,1515415.5,41800.5,1354500.0,1,1,1,1,-16704,-1590,-223,-258,1,1,3,0.6964851610062527,0.6117925155104974,0.4974688893052743,1310206,3,-271,-282.0,47000.25,47000.25,3,47000.25,405000.0,427275.0,0.0,405000.0,3,1,-362,10.0,3,365243.0,-331.0,-239.0,0.0
13035,134529,0,2,2,1,67500.0,247500.0,12375.0,247500.0,1,1,1,1,-15817,-1413,-655,-2020,1,10,12,0.5500956406607544,0.4299107045384934,0.09022093929076848,1986389,4,-1690,-1694.0,7783.92,7783.92,3,7783.92,64728.0,64012.5,6480.0,64728.0,3,0,-1811,12.0,2,365243.0,-1780.0,-1443.0,0.0
13051,247369,0,1,2,2,225000.0,1527579.0,53095.5,1395000.0,2,1,1,1,-14450,-5613,-992,-4912,2,2,2,0.6191759027895328,0.17085872042712932,0.7922644738669378,2322796,3,-911,-938.0,10668.6,10668.6,3,10668.6,107208.0,106686.0,10710.0,107208.0,1,5,-1002,12.0,1,365243.0,-971.0,-639.0,0.0
13057,183867,0,1,2,1,157500.0,392427.0,19084.5,324000.0,1,2,2,1,-10220,-1416,-3126,-2882,7,9,6,0.6738123509403432,0.606455922648548,0.5585066276769286,2131463,5,-778,-791.0,12417075.0,12417075.0,3,12417075.0,120375.0,133087.5,0.0,120375.0,6,7,-933,12.0,3,365243.0,-898.0,-561.0,0.0
13059,206903,0,1,1,1,225000.0,358074.0,18409.5,256500.0,1,1,3,1,-18499,-2890,-1172,-2012,1,2,17,0.3129335662134776,0.620774585008151,0.8256357449717892,1865590,6,-2140,-2141.0,2952855.0,2952855.0,3,2965.5,17010.0,14544.0,3150.0,17010.0,7,9,-2325,6.0,2,365243.0,-2290.0,-2136.0,0.0
13060,200888,0,1,2,1,112500.0,104256.0,11790.0,90000.0,2,1,3,1,-8400,-485,-3106,-1076,7,4,4,0.4479352491308736,0.5415472057557755,0.5673792367572691,2437537,7,-1392,-1401.0,12615.03,12615.03,3,12615.03,125955.0,146686.5,12595.5,125955.0,2,5,-1603,16.0,1,365243.0,-1572.0,-1115.0,0.0
13071,246606,0,1,2,1,135000.0,675000.0,21906.0,675000.0,2,3,1,1,-15146,-2068,-9289,-4074,3,0,4,0.7377940929329413,0.7942623212104964,0.6023863442690867,2368561,3,-1974,-1989.0,22349925.0,22349925.0,1,22349925.0,202500.0,202500.0,0.0,202500.0,4,5,-2064,12.0,2,365243.0,-2034.0,-1760.0,0.0
13077,203138,0,1,1,2,108000.0,225000.0,10489.5,225000.0,1,1,1,1,-11879,-1794,-1327,-4538,6,2,4,0.2524268654868971,0.5081413714581419,0.5262949398096192,1188538,9,-1113,-1135.0,8252865.0,8252865.0,3,8252865.0,71514.0,74686.5,3555.0,71514.0,3,8,-1389,12.0,2,365243.0,-1353.0,-1077.0,0.0
13080,147633,0,1,2,2,225000.0,412942.5,43492.5,373500.0,2,2,1,1,-16904,-2448,-4352,-442,2,5,2,0.7747197614930953,0.5927915634440881,0.5726825047161584,2642763,5,-2221,-2231.0,5187.69,5187.69,3,5187.69,27369.0,25848.0,2740.5,27369.0,3,9,-2372,6.0,3,365243.0,-2341.0,-2186.0,1.0
13085,131774,0,2,2,1,72000.0,202500.0,10125.0,202500.0,3,1,1,1,-19892,365243,-1300,-3423,3,5,8,0.7393966469228879,0.6524625642760948,0.6212263380626669,2726755,4,-19,-21.0,11262.87,11262.87,3,11563.02,103500.0,103500.0,0.0,103500.0,4,7,-139,10.0,3,365243.0,-109.0,365243.0,0.0
13087,255228,0,1,1,2,171000.0,1082214.0,31770.0,945000.0,1,1,1,1,-15775,-985,-4558,-4652,2,6,4,0.3874710717420829,0.6646560530991299,0.6109913280868294,2128115,9,-2596,-2596.0,4890.51,4890.51,3,4890.51,44505.9,44019.0,4451.4,44505.9,5,6,-2867,12.0,2,365243.0,-2836.0,-2501.0,1.0
13088,232300,0,1,2,1,270000.0,1324422.0,36549.0,1156500.0,1,1,4,4,-14866,-1205,-2233,-2233,4,4,17,0.5115805082999227,0.7371136559982411,0.5989262182569273,1519145,2,-105,-118.0,17993.16,17993.16,3,17993.16,104715.0,104715.0,0.0,104715.0,7,1,-165,6.0,4,365243.0,-135.0,365243.0,0.0
13091,218131,0,1,2,1,27000.0,508495.5,22396.5,454500.0,3,1,1,1,-21033,365243,-572,-2491,2,11,8,0.6824192083080421,0.4397879071909187,0.7252764347002191,1160643,4,-201,-218.0,26679.24,26679.24,3,4086315.0,35977.23,35977.23,0.0,35977.23,5,12,-333,10.0,3,365243.0,-291.0,-198.0,0.0
13095,156620,0,1,1,3,175500.0,227520.0,17973.0,180000.0,1,1,1,1,-11818,-2332,-6449,-4140,2,11,31,0.29331204198122685,0.6206098375204324,0.6769925032909132,2304119,1,-279,-309.0,2725065.0,2725065.0,3,2725065.0,28710.0,22950.0,5760.0,28710.0,2,18,-324,12.0,2,365243.0,-279.0,365243.0,0.0
13098,136627,0,1,2,1,135000.0,338832.0,26734.5,292500.0,1,2,4,1,-12145,-3682,-1830,-2913,7,2,6,0.2822754525534319,0.6246790803615423,0.6380435278721609,1313045,4,-1342,-1354.0,7424.28,7424.28,3,7424.28,74250.0,66825.0,7425.0,74250.0,7,12,-1463,10.0,3,365243.0,-1432.0,-1155.0,0.0
13099,199582,0,1,2,1,157500.0,1067940.0,31356.0,765000.0,1,3,1,1,-17627,-426,-2021,-1173,1,11,2,0.6966122118862484,0.2629358786975408,0.30620229831350426,1618191,6,-1988,-1992.0,17923.77,17923.77,3,17966.16,87475.5,91804.5,0.0,87475.5,2,4,-2169,6.0,2,365243.0,-2138.0,-1982.0,0.0
13102,146225,0,1,2,1,202500.0,1096924.5,46606.5,940500.0,1,1,2,1,-22902,-5383,-8812,-4818,4,6,0,0.7214799480679499,0.6182746630841283,0.5744466170995097,2383357,2,-9,-19.0,3186945.0,3186945.0,3,3186945.0,67306.5,67306.5,0.0,67306.5,5,0,-69,24.0,4,365243.0,-39.0,365243.0,0.0
13109,241600,0,1,1,3,257850.0,90000.0,8896.5,90000.0,4,2,1,1,-13443,-6216,-7277,-1964,6,0,44,0.7274210482053721,0.7535096770641928,0.5884877883422673,1378152,2,-397,-401.0,5935.41,5935.41,3,5935.41,53955.0,48559.5,5395.5,53955.0,1,3,-460,10.0,1,365243.0,-427.0,-153.0,0.0
13111,104314,0,1,2,1,180000.0,1350000.0,39604.5,1350000.0,1,1,1,3,-13365,-5082,-7068,-3470,3,4,1,0.4684677767267968,0.6319103702829941,0.3996756156233169,1259759,8,-459,-457.0,5666.85,5255.55,3,5666.85,42741.0,46503.0,0.0,42741.0,3,7,-700,10.0,1,365243.0,-669.0,-395.0,0.0
13114,211617,0,1,2,2,76500.0,256167.0,20367.0,211500.0,2,1,1,1,-12393,-4624,-1323,-4095,1,12,12,0.30677893915575466,0.6529384361715459,0.4956658291397297,2687985,1,-1040,-1049.0,7483365.0,7483365.0,3,7483365.0,26797.5,27742.5,0.0,26797.5,4,11,-1075,4.0,3,365243.0,-1040.0,-946.0,0.0
13117,182192,0,1,1,1,180000.0,1024740.0,52321.5,900000.0,1,3,2,1,-8490,-197,-6964,-1161,2,4,4,0.1292706716126485,0.4179808669949728,0.28812959991785075,1729800,10,-235,-238.0,12813.66,12813.66,3,12813.66,134955.0,134284.5,13495.5,134955.0,7,5,-536,12.0,3,365243.0,-505.0,-172.0,0.0
13118,116020,0,1,1,5,180000.0,436500.0,23809.5,436500.0,1,1,1,1,-11454,-2130,-3871,-3872,1,7,22,0.6858688928948277,0.4143360443796869,0.3539876078507373,1919082,1,-1230,-1245.0,10146465.0,10146465.0,3,10146465.0,101475.0,91327.5,10147.5,101475.0,7,6,-1263,10.0,3,365243.0,-1230.0,-954.0,0.0
13121,228613,0,1,2,1,135000.0,398160.0,25573.5,315000.0,1,1,1,1,-16536,-1784,-7007,-85,5,16,19,0.44712441335645947,0.35458997751689386,0.21396685226179807,2063513,3,-1674,-1683.0,11154015.0,11154015.0,1,11154015.0,180000.0,215640.0,0.0,180000.0,1,18,-1768,36.0,1,365243.0,-1734.0,-1545.0,0.0
13122,214322,0,1,2,1,157500.0,2250000.0,59485.5,2250000.0,1,1,1,1,-17540,-726,-2022,-1086,4,5,4,0.7371112155132411,0.7251911747665051,0.5190973382084597,1450294,2,-705,-733.0,25943.22,25943.22,3,25943.22,430258.5,387229.5,43029.0,430258.5,1,4,-766,18.0,3,365243.0,-735.0,-249.0,0.0
13130,224020,0,1,2,1,202500.0,440784.0,32202.0,360000.0,2,1,1,1,-12009,-591,-5916,-2210,3,7,4,0.24206674784742704,0.3613797660427347,0.2750003523983893,2002434,1,-140,-148.0,4952.34,4952.34,3,4952.34,40455.0,40225.5,4500.0,40455.0,1,2,-170,12.0,2,365243.0,-140.0,365243.0,1.0
13137,202892,0,1,1,1,135000.0,322155.0,30118.5,306000.0,1,1,3,1,-7919,-917,-7848,-575,4,11,21,0.495974299067338,0.14246700467993392,0.36896873825284665,2148042,2,-427,-449.0,120038.4,120038.4,3,11905.74,127552.5,127552.5,0.0,127552.5,5,1,-489,12.0,3,365243.0,-457.0,-417.0,0.0
13146,261009,0,1,1,1,225000.0,247275.0,22680.0,225000.0,1,2,1,2,-8377,-413,-7471,-1038,2,5,37,0.7149612784345507,0.7549365436318595,0.3706496323299817,1230584,2,-514,-562.0,5773.68,5773.68,3,5773.68,63205.2,56889.0,6316.2,63205.2,3,8,-581,12.0,1,365243.0,-544.0,-451.0,0.0
13147,205513,0,1,1,2,225000.0,254700.0,17149.5,225000.0,1,1,1,1,-8993,-333,-8962,-1667,6,11,29,0.7417335251973648,0.5750486449731727,0.5902333386185574,2000639,8,-20,-33.0,10193355.0,10193355.0,3,10193355.0,137655.0,137655.0,0.0,137655.0,5,0,-260,16.0,3,365243.0,-230.0,365243.0,0.0
13150,116651,0,1,1,2,171000.0,343377.0,27256.5,283500.0,1,1,1,2,-9150,-469,-6394,-1626,5,5,35,0.6008941845523833,0.0817807730637229,0.2176285202779586,1872170,4,-236,-235.0,6398.55,6398.55,3,6398.55,59310.0,53379.0,5931.0,59310.0,5,7,-357,12.0,2,365243.0,-326.0,-201.0,0.0
13151,208077,0,2,1,4,180000.0,180000.0,9000.0,180000.0,2,1,1,5,-13776,-589,-785,-1751,3,8,17,0.27638567955910764,0.5819057590102901,0.4543210601605785,1486934,5,-871,-886.0,14999085.0,14999085.0,3,14999085.0,84712.5,90301.5,0.0,84712.5,6,0,-1026,8.0,2,365243.0,-991.0,-773.0,0.0
13152,225050,0,1,2,1,157500.0,567000.0,31788.0,567000.0,4,1,3,1,-19568,-1148,-2312,-3028,6,2,0,0.5710870586782919,0.3031693642803013,0.3979463219016906,1599527,5,-1083,-1134.0,20697.93,20697.93,3,20697.93,207000.0,186300.0,20700.0,207000.0,7,8,-1252,10.0,3,365243.0,-1203.0,-958.0,0.0
13162,224672,0,1,2,1,90000.0,1049746.5,34821.0,940500.0,3,1,1,1,-23327,365243,-3298,-4953,2,6,8,0.8052274160967247,0.41726286980385996,0.4956658291397297,1131324,6,-87,-96.0,5865795.0,5865795.0,3,5865795.0,64575.0,58117.5,6457.5,64575.0,6,6,-276,12.0,1,365243.0,-237.0,365243.0,0.0
13170,165718,0,1,2,1,202500.0,518562.0,38902.5,463500.0,1,2,2,3,-10371,-493,-4890,-2467,7,3,4,0.5229980389319122,0.7471892748756631,0.35895122857839673,1358870,6,-45,-54.0,13113.9,13113.9,3,13113.9,84946.5,96903.0,0.0,84946.5,7,5,-231,10.0,2,365243.0,-195.0,365243.0,0.0
13179,294955,0,1,1,1,225000.0,660289.5,53068.5,585000.0,2,2,2,2,-9981,-450,-4302,-2235,5,16,17,0.2876716380244224,0.6714642392606831,0.248535557339522,2675949,4,-453,-492.0,9287.37,9287.37,3,9287.37,71955.0,89820.0,0.0,71955.0,5,9,-574,12.0,1,365243.0,-543.0,-327.0,0.0
13180,278705,0,1,1,2,247500.0,203760.0,22986.0,180000.0,1,2,1,1,-12460,-1855,-6532,-4054,2,0,3,0.3707155309092485,0.6774705017348239,0.8027454758994178,1978027,9,-1160,-1163.0,15063.84,15063.84,3,15063.84,151272.0,164452.5,0.0,151272.0,5,4,-1432,12.0,4,365243.0,-1400.0,-1059.0,0.0
13184,158403,0,1,1,1,225000.0,900000.0,27288.0,900000.0,1,2,1,1,-10442,-1218,-1103,-1469,5,2,3,0.2516120463756467,0.5099885726985488,0.6801388218428291,2198902,4,-854,-854.0,3686355.0,3686355.0,3,3686355.0,81828.0,81828.0,0.0,81828.0,6,0,-975,24.0,4,365243.0,-944.0,-309.0,0.0
13200,275068,0,2,1,2,83250.0,180000.0,9000.0,180000.0,1,1,1,2,-12842,-1008,-4318,-4676,2,4,12,0.15979576640105875,0.7150730075527092,0.6413682574954046,1667852,6,-361,-374.0,11605.41,11605.41,3,11605.41,114619.5,126724.5,0.0,114619.5,6,8,-542,12.0,4,365243.0,-511.0,-177.0,0.0
13204,287800,0,1,2,1,225000.0,276813.0,21550.5,256500.0,2,1,2,1,-8712,-1962,-5994,-1389,6,3,4,0.3058604560523944,0.5142174453088691,0.7394117535524816,2558362,7,-1604,-1608.0,7771.23,7771.23,3,7771.23,61965.0,75352.5,3105.0,61965.0,4,8,-1815,14.0,2,365243.0,-1784.0,-1476.0,0.0
13207,131259,0,1,2,1,234000.0,536917.5,22878.0,463500.0,3,1,2,1,-20063,365243,-7681,-3599,5,6,8,0.4687605323750234,0.2918543497838018,0.5190973382084597,1079249,2,-1558,-1597.0,5330745.0,5330745.0,3,5330745.0,44955.0,44460.0,4500.0,44955.0,1,10,-1635,12.0,2,365243.0,-1588.0,-1286.0,0.0
13209,217408,0,1,2,1,247500.0,1483231.5,51556.5,1354500.0,3,1,2,1,-23473,365243,-14774,-4477,2,2,8,0.8337492391948491,0.22650687312623816,0.7062051096536562,1899544,1,-2751,-2770.0,5835.42,5835.42,3,5835.42,53910.0,52524.0,5391.0,53910.0,6,0,-2782,10.0,3,365243.0,-2751.0,-2473.0,1.0
13210,146886,0,1,2,1,270000.0,239850.0,23494.5,225000.0,4,1,4,1,-15782,-5980,-9891,-4370,3,8,0,0.4855873599827234,0.5854712613126026,0.5620604831738043,1976095,2,-323,-331.0,7349085.0,24151.5,3,7349085.0,142231.5,142231.5,0.0,142231.5,4,6,-391,24.0,3,365243.0,-353.0,-290.0,0.0
13213,287163,0,1,1,1,180000.0,862560.0,30690.0,720000.0,1,1,1,1,-13233,-2004,-984,-5039,5,6,1,0.3650237879909402,0.4200090809761181,0.4866531565147181,1564934,2,-139,-163.0,6067.8,6067.8,3,6067.8,27171.0,32107.5,0.0,27171.0,6,9,-202,6.0,1,365243.0,-169.0,-103.0,0.0
13216,236989,1,1,2,1,166500.0,916470.0,32467.5,765000.0,1,1,1,1,-15548,-531,-159,-4422,7,11,4,0.4528913502983845,0.35352973466680937,0.4902575124990026,2741676,4,-2394,-2394.0,7017.39,7017.39,3,7017.39,82305.0,79024.5,13500.0,82305.0,5,12,-2515,18.0,3,365243.0,-2484.0,-1967.0,1.0
13217,113073,1,1,2,2,112500.0,662026.5,40500.0,571500.0,1,3,2,1,-8650,-135,-3413,-1187,2,2,2,0.14165903331218432,0.07608510691422737,0.5937175866150576,2150238,8,-128,-155.0,3560.67,3560.67,3,3560.67,78619.5,78619.5,0.0,78619.5,3,5,-370,24.0,4,365243.0,-338.0,365243.0,0.0
13218,128898,0,1,2,1,225000.0,688500.0,20128.5,688500.0,1,2,1,1,-19926,-10271,-4991,-3464,3,3,29,0.7638027064815223,0.6035346956305814,0.5280927512030451,1724754,2,-1465,-1475.0,8926155.0,8926155.0,3,8926155.0,177889.5,197919.0,0.0,177889.5,6,6,-1530,24.0,4,365243.0,-1495.0,-1249.0,0.0
13231,132593,0,1,2,2,112500.0,545040.0,25537.5,450000.0,1,2,3,1,-12374,-286,-6420,-4397,4,10,2,0.25204339965307754,0.08947197581150801,0.4722533429586386,1254828,2,-1203,-1211.0,5830.11,5830.11,3,5830.11,26856.0,28593.0,2686.5,26856.0,7,4,-1264,6.0,2,365243.0,-1233.0,-1061.0,0.0
13234,265471,0,1,2,1,180000.0,292500.0,11155.5,292500.0,2,2,4,1,-14906,-5037,-798,-4284,1,1,4,0.4705659594183482,0.4498320846457645,0.4436153084085652,2036023,2,-2469,-2477.0,6162795.0,6162795.0,3,6162795.0,23265.0,21631.5,2326.5,23265.0,5,9,-2530,4.0,2,365243.0,-2499.0,-2402.0,1.0
13235,110163,0,2,2,2,675000.0,337500.0,16875.0,337500.0,1,2,1,1,-19025,-1610,-3185,-1654,5,10,5,0.8016313258162358,0.401550163219575,0.5154953751603267,2002353,3,-81,-93.0,16821.63,16821.63,3,16821.63,148104.0,148104.0,0.0,148104.0,1,7,-179,10.0,3,365243.0,-141.0,365243.0,0.0
13236,141304,0,1,1,1,112500.0,225000.0,11074.5,225000.0,1,1,3,1,-15833,-2930,-4857,-4093,7,14,2,0.6676571895262376,0.7568370441696555,0.4507472818545589,1920607,4,-2462,-2512.0,2533.86,2533.86,3,2533.86,22005.0,21712.5,2250.0,22005.0,2,8,-2625,12.0,2,365243.0,-2552.0,-2249.0,1.0
13237,282518,0,1,2,1,90000.0,167895.0,17941.5,157500.0,1,2,1,1,-9829,-1585,-490,-2509,2,2,42,0.3513832172062445,0.09595928682387722,0.8128226070575616,1388446,9,-1811,-1819.0,5445675.0,5445675.0,3,5445675.0,45922.5,45418.5,4594.5,45922.5,6,5,-2082,12.0,2,365243.0,-2051.0,-1717.0,0.0
13242,193002,0,1,1,1,135000.0,675000.0,35757.0,675000.0,3,1,1,1,-23628,365243,-12516,-4526,2,2,8,0.14050113547035442,0.09047643255984356,0.6363761710860439,1797178,10,-1065,-1083.0,6591915.0,6591915.0,3,6591915.0,65479.5,71964.0,0.0,65479.5,1,5,-1366,12.0,4,365243.0,-1335.0,-1002.0,0.0
13244,125335,0,1,2,1,270000.0,1350000.0,47056.5,1350000.0,2,2,1,1,-16685,-7269,-2417,-213,4,1,44,0.7647104882322823,0.6137486902879087,0.5460231970049609,2002280,1,-1726,-1738.0,9962.64,9962.64,3,9962.64,94860.0,93370.5,9900.0,94860.0,6,7,-1762,12.0,1,365243.0,-1726.0,-1453.0,0.0
13245,295442,0,1,2,2,135000.0,225000.0,22383.0,225000.0,2,1,1,1,-11836,-465,-171,-2662,4,7,46,0.4176399328287031,0.7669244075119558,0.6674577419214722,1024556,3,-1749,-1767.0,4119795.0,4119795.0,3,4119795.0,23805.0,20205.0,3600.0,23805.0,7,5,-1845,6.0,2,365243.0,-1809.0,-1656.0,0.0
13249,112246,0,1,2,1,112500.0,808650.0,26217.0,675000.0,2,2,3,1,-15559,-5748,-594,-4339,3,2,3,0.837441896171615,0.6319866628627371,0.6738300778602003,2304711,17,-2085,-2104.0,4372875.0,4372875.0,3,4372875.0,104967.0,93838.5,11128.5,104967.0,4,9,-2596,24.0,4,365243.0,-2565.0,-1928.0,0.0
13253,160127,0,1,1,1,180000.0,225000.0,14764.5,225000.0,2,1,2,2,-10058,-707,-984,-2679,6,1,21,0.3246983894077446,0.4239400440116298,0.7838324335199619,2002733,5,-71,-122.0,3330.45,3330.45,3,6662.97,35995.5,35995.5,0.0,35995.5,2,0,-221,6.0,3,365243.0,-191.0,-69.0,0.0
13265,288683,0,1,2,2,105750.0,521280.0,22216.5,450000.0,3,2,3,1,-20523,365243,-3480,-2819,6,3,8,0.7609860980054298,0.6038695262595127,0.4686596550493113,2479021,2,-247,-264.0,34132.5,34132.5,3,34132.5,179770.5,187483.5,0.0,179770.5,5,5,-309,6.0,3,365243.0,-277.0,-125.0,0.0
13270,250268,0,1,2,2,76500.0,454500.0,21996.0,454500.0,1,2,1,1,-12571,-1501,-1541,-2976,3,10,0,0.7786202605734848,0.5946904660124972,0.7407990879702335,1927795,1,-783,-788.0,4312.62,4312.62,3,4312.62,20250.0,23737.5,0.0,20250.0,7,7,-814,6.0,1,365243.0,-783.0,-688.0,0.0
13272,186194,0,1,1,1,135000.0,47970.0,5166.0,45000.0,1,3,3,1,-8993,-1637,-3592,-1607,3,3,4,0.09102172537759992,0.5635802371143841,0.4507472818545589,2723132,3,-163,-166.0,20893.5,20893.5,3,5715495.0,27796.5,27796.5,0.0,27796.5,5,0,-273,6.0,2,365243.0,-223.0,-152.0,0.0
13274,231898,0,1,2,1,76500.0,269550.0,12001.5,225000.0,4,1,1,1,-14033,-2129,-5281,-5357,5,10,6,0.371621259291582,0.28253469700421235,0.6161216908872079,2703735,6,-1180,-1180.0,5518665.0,5518665.0,3,5518665.0,58275.36,58275.0,0.36,58275.36,3,11,-1374,12.0,3,365243.0,-1330.0,-1027.0,0.0
13285,143968,0,1,2,1,108000.0,547344.0,23319.0,472500.0,1,1,1,1,-21960,-425,-6509,-1596,4,8,4,0.6595234753597289,0.3636133816359817,0.5226973172821112,1570714,4,-1299,-1304.0,9726.57,9726.57,3,9726.57,94756.5,104139.0,0.0,94756.5,4,10,-1421,12.0,3,365243.0,-1389.0,-1054.0,0.0
13287,164952,0,1,2,1,171000.0,381528.0,14512.5,315000.0,1,1,1,1,-15612,-126,-9072,-4336,5,5,13,0.4557051197297297,0.6914204108977959,0.33928769990891394,1746132,5,-1462,-1480.0,10399.5,10399.5,3,10399.5,53995.5,51003.0,5400.0,53995.5,7,9,-1629,6.0,2,365243.0,-1582.0,-1426.0,0.0
13290,177207,0,1,2,1,81000.0,177768.0,9774.0,135000.0,1,1,1,1,-15678,-9012,-4336,-4555,6,10,5,0.4420583208787067,0.5486775258203577,0.4329616670974407,2356508,4,-2081,-2102.0,16336755.0,16336755.0,3,16336755.0,120555.0,102811.5,24111.0,120555.0,3,5,-2208,8.0,2,365243.0,-2171.0,-1952.0,0.0
13293,227919,0,1,2,1,360000.0,924394.5,30681.0,702000.0,1,2,2,1,-11550,-1203,-5301,-4145,4,0,3,0.4536952982572696,0.7728092476412136,0.1206410299309233,1921577,5,-970,-972.0,5736825.0,5736825.0,3,5736825.0,55795.5,55795.5,0.0,55795.5,3,3,-1121,12.0,1,365243.0,-1090.0,-781.0,0.0
13294,261752,0,1,1,1,225000.0,904500.0,38322.0,904500.0,1,1,1,1,-17629,-9434,-6806,-1145,2,3,0,0.5053593582581088,0.6053855035888579,0.7826078370261895,2788041,3,-511,-515.0,12041.82,12041.82,3,12041.82,62955.0,66280.5,0.0,62955.0,6,1,-602,6.0,1,365243.0,-571.0,-419.0,0.0
13304,245907,0,1,1,1,168750.0,835380.0,42781.5,675000.0,2,2,1,1,-11983,-278,-661,-4098,5,6,17,0.3424414594317872,0.34447290282708504,0.3441550073724169,2313306,4,-748,-765.0,3789045.0,3789045.0,3,3789045.0,17505.0,18427.5,0.0,17505.0,5,4,-875,6.0,2,365243.0,-838.0,-712.0,0.0
13308,190811,0,2,2,2,135000.0,292500.0,14625.0,292500.0,1,1,1,4,-12177,-2781,-11541,-3893,3,0,7,0.7529073252306603,0.6200639130075088,0.42589289800515295,2371552,6,-1775,-1777.0,3577.95,3577.95,3,3577.95,27625.5,25375.5,4185.0,27625.5,7,12,-1956,10.0,2,365243.0,-1925.0,-1648.0,0.0
13313,290697,1,1,2,2,54000.0,881055.0,35073.0,787500.0,1,2,1,1,-9882,-2158,-78,-2253,3,10,6,0.18998998640194456,0.2453495532540649,0.3876253444214701,1907887,22,-400,-408.0,4380255.0,4380255.0,3,4380255.0,97123.5,97123.5,0.0,97123.5,6,12,-1061,24.0,4,365243.0,-1030.0,-332.0,0.0
13320,292624,0,1,1,1,315000.0,364896.0,18630.0,315000.0,1,1,1,1,-15752,-3403,-6462,-4525,6,6,7,0.48907892038702505,0.569792833040957,0.3979463219016906,1561771,5,-424,-436.0,13524.12,13524.12,3,13524.12,131053.5,144891.0,0.0,131053.5,5,0,-576,12.0,3,365243.0,-544.0,-210.0,0.0
13321,257381,0,1,2,3,360000.0,532345.5,38866.5,481500.0,2,2,1,1,-14020,-4025,-264,-2891,4,11,4,0.529032230389252,0.569310332925232,0.09022093929076848,1688725,4,-867,-873.0,13013.37,13013.37,3,13013.37,102456.0,116712.0,0.0,102456.0,3,6,-988,12.0,2,365243.0,-957.0,-829.0,0.0
13322,160797,0,1,2,1,180000.0,284400.0,19003.5,225000.0,1,3,1,1,-11444,-559,-9753,-3605,5,4,0,0.4337209491012221,0.5852005711152046,0.6178261467332483,1746205,9,-998,-998.0,7056495.0,7056495.0,3,7056495.0,148495.5,133645.5,14850.0,148495.5,3,8,-1269,24.0,3,365243.0,-1238.0,-572.0,0.0
13324,277984,0,1,2,1,157500.0,436032.0,16564.5,360000.0,2,1,3,1,-12005,-2449,-8886,-3601,1,0,4,0.4643715675000204,0.7012594508981945,0.4471785780453068,2048404,7,-1364,-1371.0,19515555.0,19515555.0,3,19515555.0,175027.5,175027.5,0.0,175027.5,7,12,-1576,12.0,2,365243.0,-1544.0,-1205.0,0.0
